PLAYER;TEAM;AGE;HEIGHT;MINUTES;PAINT_FGM;PAINT_FGA;PAINT_FG%;MR_FGM;MR_FGA;MR_FG%;3_FGM;3_FGA;3_FG%;FTM;FTA;FT%;PPG;OREB;DREB;AST;TOV;STL;BLK;DRIVES;POSTUPS;CATCH_SHOOT;USG%;PIE
Trevor Ariza;POR;35;6'8;28.2;1.3;2.1;0.619;0;0.1;0;1.4;3.9;37.575;0.3;0.3;86.7;8;0.6;4;1.7;1.1;1.3;0.3;3;0.3;3.2;11.7;7.7
Trey Burke;DAL;27;6'0;15.8;1.2;2.4;0.5;0.7;1.7;41.8;1;2.4;45.05;0.2;0.4;66.7;7.4;0.5;1;2.5;0.6;0.5;0.1;4.6;0;1.7;19.6;10.2
Trey Lyles;SAS;24;6'9;20.2;1.1;2.1;0.524;0.2;0.6;35;1.1;2.8;40.725;0.1;0.2;75;6.4;1.1;4.6;1.1;0.6;0.4;0.4;2.4;0.1;2.4;13.6;8.8
Tristan Thompson;CLE;29;6'9;30.2;4.7;9;0.522;0.2;0.5;31;0.1;0.4;32.5;0.2;0.2;92.9;12;4;6.2;2.1;1.8;0.6;0.9;2.2;2.5;0.2;18.1;10.8
Troy Brown Jr.;WAS;20;6'6;25.8;2.4;4.5;0.533;0.7;1.9;36.8;0.8;2.5;37.8;0.3;0.5;75;10.4;1.1;4.4;2.6;1.1;1.2;0.1;3.8;0.1;2.1;17.4;10
Troy Daniels;DEN;28;6'4;11.3;0.4;0.6;0.667;0.2;0.6;37;1.2;3.2;37.425;0;0;50;4.3;0.3;0.9;0.4;0.3;0.2;0.1;0.4;0;2;15.5;5.5
Ty Jerome;PHX;22;6'5;10.6;0.7;1.8;0.389;0.1;0.4;25;0.5;1.7;29.025;0;0.1;33.3;3.3;0.2;1.3;1.4;0.6;0.5;0.1;3.1;0;1.3;17;6.6
Tyler Cook;DEN;22;6'8;4.2;0.6;0.9;0.667;0.1;0.1;100;0;0;0;0;0;0;1.8;0.5;0.6;0.1;0.2;0.2;0;0.1;0.3;0;15;10.1
Tyler Herro;MIA;20;6'5;27.4;1.6;3;0.533;1.2;3;39.4;2.2;5.4;41.3;0.6;0.7;92.1;13.5;0.3;3.8;2.2;1.6;0.6;0.2;5.7;0.1;3;21.3;9.9
Tyler Johnson;BKN;28;6'3;18.2;0.8;1.8;0.444;0.7;1.6;46;1;3.1;35.5;0.6;0.7;85.7;7;0.5;1.5;1.9;0.7;0.4;0.2;2.9;0.2;2.7;17.7;6.6
Tyler Zeller;SAS;30;6'11;1.9;1;4;0.25;0;0;0;#VALEUR!;#VALEUR!;#DIV/0!;0;0;0;1;1.5;0.5;0;0;0;0;0;0;0;26.7;25
Tyrone Wallace;ATL;26;6'5;11.5;1;2.1;0.476;0;0.1;0;0.1;1.1;5;0.1;0.3;50;2.9;0.2;1.4;0.9;0.7;0.5;0.1;2.4;0.1;0.7;15.4;3.2
Tyson Chandler;HOU;37;7'0;8.4;0.6;0.7;0.857;0;0;0;0;0;0;0;0;0;1.3;1;1.6;0.2;0.3;0.2;0.3;0;0.1;0;5.7;6.1
Tyus Jones;MEM;24;6'0;19;1.8;3.5;0.514;0.5;1.2;40.8;0.8;2;41.675;0.2;0.3;70;7.4;0.1;1.4;4.4;0.8;0.9;0.1;4.9;0;1.2;16.5;10.8
Udonis Haslem;MIA;40;6'8;11;0.8;1.8;0.444;0;0.3;0;0.3;0.8;16.65;0;0;0;3;0.3;3.8;0.3;0.3;0;0;0;0.3;0.8;14.7;10.5
Vic Law;ORL;24;6'7;7.7;0.4;0.9;0.444;0.3;0.6;40;0.1;1.2;12.5;0;0;0;1.9;0.3;1.1;0.4;0.3;0.3;0;0.4;0;0.9;15;3.1
Victor Oladipo;IND;28;6'4;27.8;2.2;4.7;0.468;1.2;2.8;41.5;1.7;5.4;22.75;0.9;1.2;73.9;14.5;0.5;3.5;2.9;2.5;0.9;0.2;8.8;0;2.1;25.9;8.6
Vince Carter;ATL;43;6'6;14.6;0.5;1;0.5;0.3;0.7;40.9;1;3.5;30.85;0.1;0.1;75;5;0.3;1.8;0.8;0.6;0.4;0.4;1.2;0.5;2.8;16.3;5
Vincent Poirier;BOS;26;7'0;5.9;0.6;1.2;0.5;0.2;0.6;30;0;0.1;25;0;0;0;1.9;0.6;1.4;0.4;0.4;0.1;0.4;0.2;0.2;0.1;14.1;7.7
Vlatko Cancar;DEN;23;6'8;3.2;0.5;0.7;0.714;0;0.1;0;0.1;0.6;10;0;0;0;1.2;0.4;0.4;0.2;0.2;0.1;0.1;0.2;0;0.4;17.7;5.2
Wayne Ellington;NYK;32;6'4;15.5;0.2;0.4;0.5;0.2;0.6;28.6;1.4;4.2;42.925;0;0;0;5.1;0.1;1.7;1.2;0.5;0.4;0.1;0.6;0;2.8;14.6;6.8
Wendell Carter Jr.;CHI;21;6'9;29.2;3.8;6.5;0.585;0.4;0.8;45.7;0.1;0.7;39.025;0.1;0.2;75;11.3;3.2;6.2;1.2;1.7;0.8;0.8;0.6;1.8;0.6;16.2;10.3
Wenyen Gabriel;POR;23;6'9;7.8;0.5;0.9;0.556;0;0;100;0.3;0.8;31.675;0;0.1;25;2.1;0.7;1;0.3;0.5;0.4;0.2;0.6;0.1;0.6;12.4;4.3
Wes Iwundu;ORL;25;6'6;18.3;1.1;2;0.55;0.3;1;30;0.5;1.7;34.675;0.5;0.5;89.3;5.8;0.5;2.1;1.2;0.5;0.5;0.3;1.7;0;1.3;13.4;6.7
Wesley Matthews;MIL;33;6'4;24.4;0.8;1.5;0.533;0.1;0.4;34.6;1.7;4.5;38.175;0.1;0.2;58.3;7.4;0.3;2.1;1.4;0.6;0.6;0.1;1.7;0.1;3.5;12.3;5.3
Will Barton;DEN;29;6'5;33;3.2;6.6;0.485;0.7;1.3;51.4;1.8;5;42.825;0.5;0.7;76.3;15.1;1.3;5;3.7;1.5;1.1;0.5;7.8;0.1;2.7;19.7;10.9
William Howard;HOU;26;6'8;6.6;0;0;0;0;0;0;0;2.5;0;0;0;0;0;0;1;0.5;0.5;0;0;1;0;1;15.2;-8.6
Willie Cauley-Stein;DAL;26;7'0;20.3;3.1;4.8;0.646;0.2;0.8;25;0;0;0;0;0;50;7.2;1.6;4.3;1.3;0.7;0.9;1.1;0.8;1.9;0;14.4;11.3
Willy Hernangomez;CHA;26;6'11;12.1;2.2;3.6;0.611;0.1;0.2;33.3;0.1;0.7;23.05;0;0.1;50;6.1;1.4;2.9;0.9;1;0.3;0.2;0.3;2.6;0.7;22.2;14.4
Wilson Chandler;BKN;33;6'8;21;0.9;1.5;0.6;0.2;0.3;66.7;1;3.4;33.75;0.3;0.3;90;5.9;0.3;3.8;1.1;1;0.5;0.3;2.7;0.1;3.2;12.8;6.5
Yogi Ferrell;SAC;27;6'0;10.6;0.5;1.2;0.417;0.6;1.1;54.7;0.6;1.8;41.65;0.4;0.5;83.3;4.4;0.1;0.9;1.4;0.6;0.4;0.1;2.5;0;0.6;18.5;9.1
Yuta Watanabe;MEM;25;6'8;5.8;0.7;1.4;0.5;0.1;0.3;25;0.2;0.5;41.65;0;0.1;0;2;0.4;0.7;0.3;0.1;0.3;0.1;0.7;0;0.4;14.9;7
Zach Collins;POR;22;6'11;26.4;2;3.8;0.526;0.3;0.6;42.9;0.6;1.8;31.425;0;0;0;7;2.3;4;1.5;1.3;0.5;0.5;0.3;1.5;1.6;12.6;5.4
Zach LaVine;CHI;25;6'6;34.8;5;9.4;0.532;0.9;2.5;34.4;3.1;8;41.625;2;2.5;80.8;25.5;0.7;4.1;4.2;3.4;1.5;0.5;12.5;0.3;2.8;31.2;13
Zach Norvell Jr.;GSW;22;6'5;8.2;0;0.2;0;0;0.6;0;0.6;1.6;21.45;0;0;0;2;0;1.2;0.6;0.6;0.4;0;1.2;0.2;1.6;14.7;2.6
Zhaire Smith;PHI;21;6'3;4.6;0.5;1.2;0.417;0;0.2;0;0;0.6;0;0;0;0;1.1;0;0.3;0.3;0.3;0.4;0;0.6;0;0.4;16.5;-0.8
Zion Williamson;NOP;19;6'6;27.8;8.4;14;0.6;0.1;0.5;27.3;0.3;0.5;23.1;0.8;1.1;69.2;22.5;2.7;3.6;2.1;2.5;0.7;0.4;5;6.9;0.3;29.1;14.1
Zylan Cheatham;NOP;24;6'5;12.8;1.5;2;0.75;0;0;0;0;0.3;0;0;0;0;3;0.8;1.5;0.8;1;0.3;0.3;0.3;0;0.3;10.3;3.4
